Subscriber ID,SubTime,TotalSpend,LTV,CTV
223411322456765433,6,34.964999999999996,104.89499999999998,5.8275
223411322456765434,6,34.964999999999996,104.89499999999998,5.8275
223411322456765435,6,34.964999999999996,104.89499999999998,5.8275
223411322456765437,6,34.964999999999996,104.89499999999998,5.8275
223411322456765438,6,34.964999999999996,104.89499999999998,5.8275
223411322456765439,6,34.964999999999996,104.89499999999998,5.8275
223411322456765441,6,34.964999999999996,104.89499999999998,5.8275
223411322456765442,6,34.964999999999996,104.89499999999998,5.8275
223411322456765443,6,34.964999999999996,104.89499999999998,5.8275
223411322456765445,6,34.964999999999996,104.89499999999998,5.8275
223411322456765448,6,34.964999999999996,104.89499999999998,5.8275
223411322456765449,6,34.964999999999996,104.89499999999998,5.8275
223411322456765453,6,34.964999999999996,104.89499999999998,5.8275
223411322456765454,6,34.964999999999996,104.89499999999998,5.8275
223411322456765455,6,34.964999999999996,104.89499999999998,5.8275
223411322456765456,6,34.964999999999996,104.89499999999998,5.8275
223411322456765457,6,34.964999999999996,104.89499999999998,5.8275
223411322456765458,6,34.964999999999996,104.89499999999998,5.8275
223411322456765459,6,34.964999999999996,104.89499999999998,5.8275
223411322456765460,6,34.964999999999996,104.89499999999998,5.8275
223411322456765461,6,34.964999999999996,104.89499999999998,5.8275
223411322456765462,6,34.964999999999996,104.89499999999998,5.8275
223411322456765463,6,34.964999999999996,104.89499999999998,5.8275
223411322456765466,6,34.964999999999996,104.89499999999998,5.8275
223411322456765468,6,34.964999999999996,104.89499999999998,5.8275
223411322456765469,6,34.964999999999996,104.89499999999998,5.8275
223411322456765472,6,34.964999999999996,104.89499999999998,5.8275
223411322456765473,6,34.964999999999996,104.89499999999998,5.8275
223411322456765474,6,34.964999999999996,104.89499999999998,5.8275
223411322456765475,6,34.964999999999996,104.89499999999998,5.8275
223411322456765477,6,34.964999999999996,104.89499999999998,5.8275
223411322456765478,6,34.964999999999996,104.89499999999998,5.8275
223411322456765479,6,34.964999999999996,104.89499999999998,5.8275
223411322456765480,6,34.964999999999996,104.89499999999998,5.8275
223411322456765482,6,34.964999999999996,104.89499999999998,5.8275
223411322456765483,6,34.964999999999996,104.89499999999998,5.8275
223411322456765484,6,34.964999999999996,104.89499999999998,5.8275
223411322456765485,6,34.964999999999996,104.89499999999998,5.8275
223411322456765487,6,34.964999999999996,104.89499999999998,5.8275
223411322456765488,6,34.964999999999996,104.89499999999998,5.8275
223411322456765489,6,34.964999999999996,104.89499999999998,5.8275
223411322456765490,6,34.964999999999996,104.89499999999998,5.8275
223411322456765491,6,34.964999999999996,104.89499999999998,5.8275
223411322456765492,6,34.964999999999996,104.89499999999998,5.8275
223411322456765495,6,34.964999999999996,104.89499999999998,5.8275
223411322456765496,6,34.964999999999996,104.89499999999998,5.8275
223411322456765497,6,34.964999999999996,104.89499999999998,5.8275
223411322456765498,6,34.964999999999996,104.89499999999998,5.8275
223411322456765499,6,34.964999999999996,104.89499999999998,5.8275
223411322456765500,6,34.964999999999996,104.89499999999998,5.8275
223411322456765502,6,34.964999999999996,104.89499999999998,5.8275
223411322456765503,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765504,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765505,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765506,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765507,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765508,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765510,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765511,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765512,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765513,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765514,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765515,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765516,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765517,4,20.979,41.958,5.24475
223411322456765518,4,20.979,41.958,5.24475
223411322456765519,4,20.979,41.958,5.24475
223411322456765520,4,20.979,41.958,5.24475
223411322456765523,4,20.979,41.958,5.24475
223411322456765524,4,20.979,41.958,5.24475
223411322456765525,4,20.979,41.958,5.24475
223411322456765526,4,20.979,41.958,5.24475
223411322456765528,4,20.979,41.958,5.24475
223411322456765532,4,20.979,41.958,5.24475
223411322456765533,4,20.979,41.958,5.24475
223411322456765537,4,20.979,41.958,5.24475
223411322456765539,4,20.979,41.958,5.24475
223411322456765540,4,20.979,41.958,5.24475
223411322456765541,4,20.979,41.958,5.24475
223411322456765542,3,13.985999999999999,20.979,4.662
223411322456765543,3,13.985999999999999,20.979,4.662
223411322456765545,3,13.985999999999999,20.979,4.662
223411322456765546,3,13.985999999999999,20.979,4.662
223411322456765547,3,13.985999999999999,20.979,4.662
223411322456765548,3,13.985999999999999,20.979,4.662
223411322456765549,3,13.985999999999999,20.979,4.662
223411322456765550,3,13.985999999999999,20.979,4.662
223411322456765551,3,13.985999999999999,20.979,4.662
223411322456765552,3,13.985999999999999,20.979,4.662
223411322456765553,3,13.985999999999999,20.979,4.662
223411322456765554,3,13.985999999999999,20.979,4.662
223411322456765555,3,13.985999999999999,20.979,4.662
223411322456765556,3,13.985999999999999,20.979,4.662
223411322456765557,3,13.985999999999999,20.979,4.662
223411322456765558,3,13.985999999999999,20.979,4.662
223411322456765559,3,13.985999999999999,20.979,4.662
223411322456765560,3,13.985999999999999,20.979,4.662
223411322456765562,3,13.985999999999999,20.979,4.662
223411322456765563,3,13.985999999999999,20.979,4.662
223411322456765564,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765565,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765566,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765567,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765568,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765570,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765571,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765572,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765573,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765576,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765577,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765579,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765580,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765581,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765582,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765584,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765585,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765586,1,0.0,0.0,0.0
223411322456765589,1,0.0,0.0,0.0
223411322456765592,1,0.0,0.0,0.0
223411322456765593,1,0.0,0.0,0.0
223411322456765594,1,0.0,0.0,0.0
223411322456765595,1,0.0,0.0,0.0
223411322456765601,1,0.0,0.0,0.0
223411322456765602,1,0.0,0.0,0.0
223411322456765605,1,0.0,0.0,0.0
223411322456765606,1,0.0,0.0,0.0
223411322456765607,1,0.0,0.0,0.0
223411322456765608,1,0.0,0.0,0.0
223411322456765610,1,0.0,0.0,0.0
223411322456765611,1,0.0,0.0,0.0
223411322456765612,1,0.0,0.0,0.0
223411322456765614,1,0.0,0.0,0.0
223411322456765618,1,0.0,0.0,0.0
223411322456765619,1,0.0,0.0,0.0
223411322456765620,1,0.0,0.0,0.0
223411322456765622,1,0.0,0.0,0.0
223411322456765623,1,0.0,0.0,0.0
223411322456765625,1,0.0,0.0,0.0
223411322456765628,1,0.0,0.0,0.0
223411322456765629,1,0.0,0.0,0.0
223411322456765631,1,0.0,0.0,0.0
223411322456765632,1,0.0,0.0,0.0
223411322456765633,1,0.0,0.0,0.0
223411322456765636,1,0.0,0.0,0.0
223411322456765637,1,0.0,0.0,0.0
223411322456765643,1,0.0,0.0,0.0
223411322456765645,1,0.0,0.0,0.0
223411322456765648,1,0.0,0.0,0.0
223411322456765827,6,34.964999999999996,104.89499999999998,5.8275
223411322456765829,6,34.964999999999996,104.89499999999998,5.8275
223411322456765832,6,34.964999999999996,104.89499999999998,5.8275
223411322456765833,6,34.964999999999996,104.89499999999998,5.8275
223411322456765834,6,34.964999999999996,104.89499999999998,5.8275
223411322456765835,6,34.964999999999996,104.89499999999998,5.8275
223411322456765836,6,34.964999999999996,104.89499999999998,5.8275
223411322456765838,6,34.964999999999996,104.89499999999998,5.8275
223411322456765842,6,34.964999999999996,104.89499999999998,5.8275
223411322456765843,6,34.964999999999996,104.89499999999998,5.8275
223411322456765844,6,34.964999999999996,104.89499999999998,5.8275
223411322456765848,6,34.964999999999996,104.89499999999998,5.8275
223411322456765850,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765851,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765855,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765856,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765858,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765859,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765860,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765862,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765863,4,20.979,41.958,5.24475
223411322456765864,4,20.979,41.958,5.24475
223411322456765867,4,20.979,41.958,5.24475
223411322456765868,4,20.979,41.958,5.24475
223411322456765869,4,20.979,41.958,5.24475
223411322456765870,4,20.979,41.958,5.24475
223411322456765871,4,20.979,41.958,5.24475
223411322456765872,4,20.979,41.958,5.24475
223411322456765875,4,20.979,41.958,5.24475
223411322456765876,4,20.979,41.958,5.24475
223411322456765878,4,20.979,41.958,5.24475
223411322456765879,3,13.985999999999999,20.979,4.662
223411322456765880,3,13.985999999999999,20.979,4.662
223411322456765882,3,13.985999999999999,20.979,4.662
223411322456765884,3,13.985999999999999,20.979,4.662
223411322456765886,3,13.985999999999999,20.979,4.662
223411322456765887,3,13.985999999999999,20.979,4.662
223411322456765888,3,13.985999999999999,20.979,4.662
223411322456765889,3,13.985999999999999,20.979,4.662
223411322456765890,3,13.985999999999999,20.979,4.662
223411322456765891,3,13.985999999999999,20.979,4.662
223411322456765892,3,13.985999999999999,20.979,4.662
223411322456765893,3,13.985999999999999,20.979,4.662
223411322456765896,3,13.985999999999999,20.979,4.662
223411322456765897,3,13.985999999999999,20.979,4.662
223411322456765898,3,13.985999999999999,20.979,4.662
223411322456765899,3,13.985999999999999,20.979,4.662
223411322456765904,3,13.985999999999999,20.979,4.662
223411322456765907,3,13.985999999999999,20.979,4.662
223411322456765908,3,13.985999999999999,20.979,4.662
223411322456765909,3,13.985999999999999,20.979,4.662
223411322456765910,3,13.985999999999999,20.979,4.662
223411322456765912,3,13.985999999999999,20.979,4.662
223411322456765913,3,13.985999999999999,20.979,4.662
223411322456765914,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765915,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765917,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765918,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765919,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765920,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765921,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765922,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765924,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765926,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765928,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765930,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765931,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765932,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765934,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765935,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765936,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765937,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765938,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765939,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765941,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765943,2,6.992999999999999,6.992999999999999,3.4964999999999997
223411322456765944,1,0.0,0.0,0.0
223411322456765947,1,0.0,0.0,0.0
223411322456765948,1,0.0,0.0,0.0
223411322456765949,1,0.0,0.0,0.0
223411322456765950,1,0.0,0.0,0.0
223411322456765951,1,0.0,0.0,0.0
223411322456765952,1,0.0,0.0,0.0
223411322456765953,1,0.0,0.0,0.0
223411322456765955,1,0.0,0.0,0.0
223411322456765956,1,0.0,0.0,0.0
223411322456765957,1,0.0,0.0,0.0
223411322456765958,1,0.0,0.0,0.0
223411322456765959,1,0.0,0.0,0.0
223411322456765960,1,0.0,0.0,0.0
223411322456765961,1,0.0,0.0,0.0
223411322456765962,1,0.0,0.0,0.0
223411322456765963,1,0.0,0.0,0.0
223411322456765964,1,0.0,0.0,0.0
223411322456765965,1,0.0,0.0,0.0
223411322456765966,1,0.0,0.0,0.0
223411322456765967,1,0.0,0.0,0.0
223411322456765970,1,0.0,0.0,0.0
223411322456765972,1,0.0,0.0,0.0
223411322456765973,1,0.0,0.0,0.0
223411322456765974,1,0.0,0.0,0.0
223411322456765976,1,0.0,0.0,0.0
223411322456765977,1,0.0,0.0,0.0
223411322456765978,1,0.0,0.0,0.0
223411322456765980,1,0.0,0.0,0.0
223411322456765983,1,0.0,0.0,0.0
223411322456765984,1,0.0,0.0,0.0
223411322456765985,1,0.0,0.0,0.0
223411322456765986,1,0.0,0.0,0.0
223411322456765987,1,0.0,0.0,0.0
223411322456765988,1,0.0,0.0,0.0
223411322456765989,1,0.0,0.0,0.0
223411322456765990,1,0.0,0.0,0.0
223411322456765991,1,0.0,0.0,0.0
223411322456765992,1,0.0,0.0,0.0
223411322456765993,1,0.0,0.0,0.0
223411322456765994,1,0.0,0.0,0.0
223411322456765997,1,0.0,0.0,0.0
223411322456765998,1,0.0,0.0,0.0
223411322456766001,1,0.0,0.0,0.0
223411322456766002,1,0.0,0.0,0.0
223411322456766003,1,0.0,0.0,0.0
223411322456766004,1,0.0,0.0,0.0
223411322456766005,1,0.0,0.0,0.0
223411322456766006,1,0.0,0.0,0.0
223411322456766007,1,0.0,0.0,0.0
223411322456766008,1,0.0,0.0,0.0
223411322456766009,1,0.0,0.0,0.0
223411322456766010,1,0.0,0.0,0.0
223411322456766012,1,0.0,0.0,0.0
223411322456766013,1,0.0,0.0,0.0
223411322456765650,6,34.964999999999996,104.89499999999998,5.8275
223411322456765651,6,34.964999999999996,104.89499999999998,5.8275
223411322456765652,6,34.964999999999996,104.89499999999998,5.8275
223411322456765653,6,34.964999999999996,104.89499999999998,5.8275
223411322456765655,6,34.964999999999996,104.89499999999998,5.8275
223411322456765658,6,34.964999999999996,104.89499999999998,5.8275
223411322456765659,6,34.964999999999996,104.89499999999998,5.8275
223411322456765660,6,34.964999999999996,104.89499999999998,5.8275
223411322456765662,6,34.964999999999996,104.89499999999998,5.8275
223411322456765663,6,34.964999999999996,104.89499999999998,5.8275
223411322456765664,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765665,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765666,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765667,5,27.971999999999998,69.92999999999999,5.594399999999999
223411322456765668,5,27.971999999999998,69.92999999999999,5.594399999999999
